[I 2024-11-07 18:54:01,355] Using an existing study with name 'reproduct_sample09' instead of creating a new one.
[I 2024-11-07 19:00:15,900] Trial 17 finished with value: 0.27146987439433984 and parameters: {'nodeNum_01': 550, 'leaking_rate_01': 0.002946235639162443, 'nodeNum_02': 450, 'leaking_rate_02': 0.5625475203861392, 'nodeNum_03': 450, 'leaking_rate_03': 0.006885573515695339, 'nodeNum_04': 450, 'leaking_rate_04': 0.8050960768934943, 'tikhonov_beta': 5.070425500398483e-08, 'intensity': 0.9173469072206175}. Best is trial 8 with value: 0.2253558518694178.
[I 2024-11-07 19:06:00,868] Trial 40 finished with value: 0.25114909710927025 and parameters: {'nodeNum_01': 600, 'leaking_rate_01': 0.01618334455161284, 'nodeNum_02': 300, 'leaking_rate_02': 0.08729690458003798, 'nodeNum_03': 600, 'leaking_rate_03': 0.20720334123301332, 'nodeNum_04': 250, 'leaking_rate_04': 0.23950399379909545, 'tikhonov_beta': 3.619034454089202e-06, 'intensity': 0.8399512217200753}. Best is trial 25 with value: 0.22288089504396397.
[I 2024-11-07 19:11:48,926] Trial 60 finished with value: 0.23159367311347703 and parameters: {'nodeNum_01': 550, 'leaking_rate_01': 0.0012465008527641217, 'nodeNum_02': 600, 'leaking_rate_02': 0.3842669102049559, 'nodeNum_03': 300, 'leaking_rate_03': 0.016223829846453187, 'nodeNum_04': 200, 'leaking_rate_04': 0.4408464718505256, 'tikhonov_beta': 3.3732472938836737e-07, 'intensity': 4.101197288866778}. Best is trial 57 with value: 0.2179151496612292.
[I 2024-11-07 19:17:43,495] Trial 81 finished with value: 0.2222235642242207 and parameters: {'nodeNum_01': 500, 'leaking_rate_01': 0.0019422436574333313, 'nodeNum_02': 550, 'leaking_rate_02': 0.026837503346568415, 'nodeNum_03': 350, 'leaking_rate_03': 0.04578594316281959, 'nodeNum_04': 150, 'leaking_rate_04': 0.14242082977428214, 'tikhonov_beta': 6.99640920872816e-08, 'intensity': 4.615183556477315}. Best is trial 57 with value: 0.2179151496612292.
[I 2024-11-07 19:23:09,968] Trial 102 finished with value: 0.2381133547165181 and parameters: {'nodeNum_01': 350, 'leaking_rate_01': 0.0037897948809921915, 'nodeNum_02': 200, 'leaking_rate_02': 0.03194565789292345, 'nodeNum_03': 400, 'leaking_rate_03': 0.08352102590610298, 'nodeNum_04': 150, 'leaking_rate_04': 0.6349894395534008, 'tikhonov_beta': 3.404189874893738e-08, 'intensity': 4.265906004693486}. Best is trial 97 with value: 0.21526481779577486.
[I 2024-11-07 19:28:38,531] Trial 122 finished with value: 0.23300934968730266 and parameters: {'nodeNum_01': 200, 'leaking_rate_01': 0.005532964189702283, 'nodeNum_02': 150, 'leaking_rate_02': 0.2215720419659595, 'nodeNum_03': 450, 'leaking_rate_03': 0.06475252026275959, 'nodeNum_04': 150, 'leaking_rate_04': 0.1031145714006536, 'tikhonov_beta': 5.0188215288192774e-08, 'intensity': 3.3972830055309333}. Best is trial 97 with value: 0.21526481779577486.
[I 2024-11-07 19:34:11,210] Trial 142 finished with value: 0.21561446889576244 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.007211785896814621, 'nodeNum_02': 250, 'leaking_rate_02': 0.1065648213308983, 'nodeNum_03': 400, 'leaking_rate_03': 0.0356987339561291, 'nodeNum_04': 200, 'leaking_rate_04': 0.1795970252404229, 'tikhonov_beta': 1.464088090674492e-07, 'intensity': 4.838451013633524}. Best is trial 97 with value: 0.21526481779577486.
[I 2024-11-07 19:39:36,112] Trial 162 finished with value: 0.23309263817534667 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.010276482988924647, 'nodeNum_02': 200, 'leaking_rate_02': 0.15423823596621725, 'nodeNum_03': 500, 'leaking_rate_03': 0.035154375164162824, 'nodeNum_04': 250, 'leaking_rate_04': 0.019361148796107792, 'tikhonov_beta': 1.1271679188847675e-07, 'intensity': 3.1290009080112875}. Best is trial 151 with value: 0.21394422899201615.
[I 2024-11-07 19:44:59,451] Trial 182 finished with value: 0.23049461306011512 and parameters: {'nodeNum_01': 300, 'leaking_rate_01': 0.01123944019481811, 'nodeNum_02': 200, 'leaking_rate_02': 0.0703608635520055, 'nodeNum_03': 400, 'leaking_rate_03': 0.003937991619833693, 'nodeNum_04': 150, 'leaking_rate_04': 0.3257981448938783, 'tikhonov_beta': 1.0012402234192498e-07, 'intensity': 3.850660639809157}. Best is trial 172 with value: 0.21026677483052886.
[I 2024-11-07 19:50:24,705] Trial 202 finished with value: 0.2186996026366737 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.014447293803493137, 'nodeNum_02': 250, 'leaking_rate_02': 0.01754577600929582, 'nodeNum_03': 400, 'leaking_rate_03': 0.05497784541704007, 'nodeNum_04': 150, 'leaking_rate_04': 0.16293956085050385, 'tikhonov_beta': 5.589600976060591e-08, 'intensity': 3.725605713066281}. Best is trial 194 with value: 0.2079221796202857.
[I 2024-11-07 19:56:05,934] Trial 222 finished with value: 0.21406505489694486 and parameters: {'nodeNum_01': 300, 'leaking_rate_01': 0.006281054279286602, 'nodeNum_02': 250, 'leaking_rate_02': 0.08896454902434849, 'nodeNum_03': 550, 'leaking_rate_03': 0.01674667102965342, 'nodeNum_04': 350, 'leaking_rate_04': 0.14523377444086139, 'tikhonov_beta': 7.219361265366824e-08, 'intensity': 4.770172864447725}. Best is trial 194 with value: 0.2079221796202857.
